myo_vol,bp_vol,num_slices,distance
3.654762648533486,0.30021264612953635,2.0,17.96867979577144
5.828041152036434,4.881718680541156,3.0,8.98433989788572
6.461098253657413,6.134780160038352,4.0,5.9895599319238135
6.87878541348981,6.585099129232654,5.0,4.492169948942859
7.056302456418582,6.941438487464671,6.0,3.593735959154288
7.155068066087284,7.176822605661888,7.0,2.994779965961907
7.264773101370639,7.296472573322206,8.0,2.566954256538776
7.338893925492686,7.384578458599355,9.0,2.2460849744714295
7.344332560386339,7.509667061153331,10.0,1.996519977307938
7.404810180403738,7.583632495706984,11.0,1.796867979577144
7.370042470792686,7.6488961144307925,12.0,1.6335163450701302
7.412859360046341,7.6956683745161945,13.0,1.4973899829809536
7.4039065302983325,7.783439574569118,14.0,1.382206138136265
7.452172920849014,7.786882051161138,15.0,1.283477128269388
7.483561613663809,7.822932431027632,16.0,1.1979119863847631
7.493079224727693,7.834081632559612,17.0,1.1230424872357148
7.49226342949365,7.856971887067896,18.0,1.0569811644571443
7.4973394887277225,7.903424227453665,19.0,0.998259988653969
7.486080560351391,7.926438240372059,20.0,0.9457199892511283
7.505316153238402,7.926266494006991,21.0,0.8984339897885711
7.512774852521129,7.953459668475252,22.0,0.8556514188462587
7.510655903861262,7.973434291175569,23.0,0.8167581725350651
7.538799227192366,7.976916737233957,24.0,0.7812469476422366
7.524351375366179,7.985003750858417,25.0,0.7486949914904759
7.53194370967772,7.994532239192102,26.0,0.7187471918308572
7.524393211019209,8.021400768992855,27.0,0.6911030690681317
7.534805640217312,8.02887540566721,28.0,0.6655066591026455
7.545872830588213,8.021364909861703,29.0,0.6417385641346949
7.5453745123171645,8.045878953840468,30.0,0.6196096481300497
7.556656866634467,8.047874370229025,31.0,0.5989559931923807
7.567211327124853,8.040056771168992,32.0,0.5796348321216588
7.559566536302577,8.057201629071644,33.0,0.5615212436178574
7.54249663905682,8.073307404677161,34.0,0.5445054483567101
7.559062662775668,8.073109636135582,35.0,0.5284905822285721
7.560510527930556,8.079263063043827,36.0,0.5133908513077559
7.561515380472804,8.081811451965418,37.0,0.4991299943269845
7.549413192916649,8.105035892862617,38.0,0.48563999448030837
7.560618482788601,8.10333699638662,39.0,0.47285999462556505
7.546817121042261,8.112100464757741,40.0,0.4607353793787544
7.5591586386855445,8.105088809310235,41.0,0.44921699489428557
7.560710639374718,8.111790268696273,42.0,0.43826048282369356
7.560945618722037,8.128428322482424,43.0,0.42782570942312936
7.563901634232329,8.114847996947304,44.0,0.4178762743202655
7.563163451652709,8.121760697366069,45.0,0.40837908626753344
7.570869832489896,8.125465561378471,46.0,0.39930399546158835
7.5762548692425336,8.125604285978621,47.0,0.3906234738211174
7.574745534859474,8.139622983728554,48.0,0.38231233608024273
7.575202611621835,8.134022346944478,49.0,0.37434749574523885
7.56205554421054,8.143567706145564,50.0,0.3667077509341109
7.578672460683991,8.140461690658569,51.0,0.3593735959154295
7.579537523551769,8.1500183319258,52.0,0.35232705481904814
7.576855119916426,8.14314251930458,53.0,0.34555153453406584
7.557034492604459,8.166572063704216,54.0,0.3390316942598389
7.581457041749536,8.151909412816934,55.0,0.3327533295513236
7.5864803627058315,8.148222128230424,56.0,0.3267032690140257
7.574775290308739,8.159117762239442,57.0,0.32086928206734655
7.575159675030555,8.165738175692704,58.0,0.31523999641704276
7.582282213940283,8.15952766920435,59.0,0.30980482406502485
7.5778804479550566,8.16945643598039,60.0,0.30455389484358375
7.576453497647359,8.166219065514872,61.0,0.29947799659619034
7.587056160951531,8.160734068487733,62.0,0.2945685212421556
7.583843023509308,8.162794479930225,63.0,0.2898174160608294
7.576588168606615,8.175355972136195,64.0,0.285217139615419
7.588323318302756,8.170393217795757,65.0,0.2807606218089287
7.581222762092557,8.179439131871746,66.0,0.27644122762725265
7.585610181122856,8.178124731718436,67.0,0.27225272417835505
7.586944380836233,8.179966635747524,68.0,0.2681892506831551
7.5863198211838245,8.180794607029844,69.0,0.2642452911142852
7.584956685072373,8.184625297694069,70.0,0.2604156492140783
7.5909047275076444,8.178090828539885,71.0,0.25669542565387793
7.585838589861031,8.185712358581593,72.0,0.2530799971235415
7.5885272671112425,8.184782939285183,73.0,0.2495649971634914
7.575765100573149,8.1896007254467,74.0,0.24614629857221126
7.58627831808769,8.191818866949443,75.0,0.24281999724015507
7.596859255768359,8.184057787966074,76.0,0.239582397276953
7.595654741261388,8.184744773426322,77.0,0.23642999731278252
7.587022813562764,8.191686003141562,78.0,0.23335947786716146
7.586309977500774,8.194433029917015,79.0,0.2303676896893772
7.587928328838176,8.194962595145231,80.0,0.2274516429844487
7.5913009709070565,8.194010489821459,81.0,0.22460849744714365
7.58749996940915,8.197110511710834,82.0,0.22183555303421573
7.594775064757392,8.199816564194489,83.0,0.21913024141184678
7.593068199618856,8.19711051171081,84.0,0.21649011802134244
7.5924897011052455,8.19602278473212,85.0,0.21391285471156554
7.589160708116548,8.199721056459786,86.0,0.21139623289142923
7.596229891879245,8.197110511710806,87.0,0.20893813716013274
7.5951849063776375,8.203261795314674,88.0,0.20653654937668325
7.5876373086741085,8.207196707331748,89.0,0.20418954313376586
7.592285424931029,8.204296842761297,90.0,0.20189527860417328
7.60103612736668,8.199430995932126,91.0,0.19965199773079417
7.590804321940373,8.211454164177594,92.0,0.19745801973375215
7.597394606611774,8.205055647903263,93.0,0.1953117369105587
7.598229090002189,8.204689512594868,94.0,0.1932116107072196
7.593630326660406,8.210163235455568,95.0,0.19115616804012137
7.590227556125375,8.210438029639665,96.0,0.18914399785022531
7.590158857579332,8.209891303710872,97.0,0.18717374787261853
7.592917422906876,8.209624978806321,98.0,0.18524412160589138
7.590558430755219,8.2149581135659,99.0,0.18335387546705545
7.593389077091978,8.209372161289256,100.0,0.18150181611890392
7.598121019063651,8.212121144017269,101.0,0.17968679795771386
7.589706535469415,8.219080442766378,102.0,0.17790772075021272
7.593997893974888,8.21732943672722,103.0,0.17616352740952407
7.589715318422997,8.217640038377347,104.0,0.17445320190069386
7.5979402890425805,8.214555979023524,105.0,0.17277576726703292
7.598674205927118,8.216627441500584,106.0,0.17113028376925138
7.590405135385839,8.2224771257808,107.0,0.16951584712991857
7.596929195596496,8.217604507870808,108.0,0.16793158687636833
7.60055269315387,8.214997577583242,109.0,0.16637666477566093
7.598122216561294,8.21938396690834,110.0,0.16485027335570202
7.601668986699781,8.215740308328376,111.0,0.16335163450701373
7.596567627345952,8.222627998671314,112.0,0.16187999816010337
7.597967183390953,8.221584368732234,113.0,0.16043464103367328
7.595530111155757,8.223100448370753,114.0,0.15901486544930496
7.598975170985956,8.221383997973051,115.0,0.15761999820852224
7.594982690267616,8.224464480601979,116.0,0.15624938952844664
7.602086346518547,8.217702308652989,117.0,0.15490241203251243
7.595904287261909,8.223439082683184,118.0,0.15357845979291873
7.599561243327696,8.223105342897423,119.0,0.15227694742179188
7.596246472435074,8.223545019462772,120.0,0.15099730920816248
7.596358901358125,8.225935276647158,121.0,0.14973899829809517
7.5975482094513955,8.225589181699386,122.0,0.14850148591546639
7.603960508096386,8.220434231189188,123.0,0.1472842606210778
7.596260740630746,8.227991345936196,124.0,0.14608682760789726
7.598895761376251,8.226900195741196,125.0,0.1449087080304147
7.603472635799033,8.225095551419603,126.0,0.1437494383661718
7.59720318467974,8.229224355844789,127.0,0.14260856980771036
7.602132419124804,8.226093725065377,128.0,0.1414856676832405
7.6002543236007085,8.228416653817396,129.0,0.14038031090446434
7.599619552696714,8.229691729120251,130.0,0.13929209144008908
7.601303875546038,8.23004353777452,131.0,0.13822061381362633
7.598179806140094,8.230888170867116,132.0,0.13716549462420952
7.599157326221633,8.228852362635633,133.0,0.1361263620891784
7.601003413773296,8.229987673022784,134.0,0.13510285560730356
7.59814634524409,8.233054206202024,135.0,0.1340946253415784
7.603743358958187,8.228727109225927,136.0,0.13310133182052944
7.596781195361615,8.233869285197885,137.0,0.1321226455571426
7.60316394364627,8.231314364443486,138.0,0.1311582466844638
7.602454901686729,8.229742321072703,139.0,0.13020782460703914
7.6041975784414815,8.230164891265849,140.0,0.12927107766741963
