myo_vol,bp_vol,num_slices,distance
9.750384637337548,16.14621927227115,2.0,17.96867979577144
8.301532301668919,13.37904183838151,3.0,8.98433989788572
7.740265180644133,12.169489438033525,4.0,5.9895599319238135
7.599948400387936,11.349343296070947,5.0,4.492169948942859
7.406115452778214,10.979951214094175,6.0,3.593735959154288
7.285595303534906,10.703233470705209,7.0,2.994779965961907
7.244261678343155,10.451502369913356,8.0,2.566954256538776
7.185524421491727,10.280651539468524,9.0,2.2460849744714295
7.086178690767704,10.20577966576593,10.0,1.996519977307938
7.078492086784678,10.104113450820613,11.0,1.796867979577144
6.9927000934441,10.020932002228987,12.0,1.6335163450701302
6.97885629553299,9.958140490275019,13.0,1.4973899829809536
6.912923306360731,9.962240384271775,14.0,1.382206138136265
6.928199296237837,9.878114862554149,15.0,1.283477128269388
6.917073403141117,9.8521958825467,16.0,1.1979119863847631
6.907338246681478,9.791174399039932,17.0,1.1230424872357148
6.876481991652504,9.76343736108232,18.0,1.0569811644571443
6.854130268638594,9.765612815039775,19.0,0.998259988653969
6.827261503971011,9.740079855433791,20.0,0.9457199892511283
6.830490335634182,9.698173742358492,21.0,0.8984339897885711
6.825331401963641,9.685742576887295,22.0,0.8556514188462587
6.808182044143138,9.673254906118496,23.0,0.8167581725350651
6.82430447959863,9.645395337651419,24.0,0.7812469476422366
6.79883748055313,9.6247521712942,25.0,0.7486949914904759
6.784283693577729,9.619857399889922,26.0,0.7187471918308572
6.767837261659325,9.621865511235265,27.0,0.6911030690681317
6.765178373489097,9.61115558406008,28.0,0.6655066591026455
6.778092973173078,9.572774360667754,29.0,0.6417385641346949
6.761310899786951,9.58655044964467,30.0,0.6196096481300497
6.760875808995449,9.575043048366227,31.0,0.5989559931923807
6.769732011880336,9.545330557863368,32.0,0.5796348321216588
6.753560845063494,9.548883214527779,33.0,0.5615212436178574
6.728481321883454,9.552220558667063,34.0,0.5445054483567101
6.7417318141698095,9.53578250282808,35.0,0.5284905822285721
6.73520545229743,9.531471813389684,36.0,0.5133908513077559
6.731217120042082,9.521599396144634,37.0,0.4991299943269845
6.71086388639502,9.53660218897737,38.0,0.48563999448030837
6.713221917569416,9.528144840946483,39.0,0.47285999462556505
6.696047281063129,9.525476166658555,40.0,0.4607353793787544
6.708447368620655,9.504340794748767,41.0,0.44921699489428557
6.707189850113542,9.500472731492707,42.0,0.43826048282369356
6.698844293294156,9.512949376837586,43.0,0.42782570942312936
6.705457384227957,9.483562679857393,44.0,0.4178762743202655
6.699310461999337,9.484287064631841,45.0,0.40837908626753344
6.705329217948313,9.47859792291885,46.0,0.39930399546158835
6.704559926983618,9.474291154649402,47.0,0.3906234738211174
6.700490761486874,9.480720919121268,48.0,0.38231233608024273
6.698766598509972,9.467575622867708,49.0,0.37434749574523885
6.678998825559766,9.474412763876854,50.0,0.3667077509341109
6.693697790789095,9.464268932852375,51.0,0.3593735959154295
6.686065786434794,9.473718081100532,52.0,0.35232705481904814
6.684500640827381,9.457451394834893,53.0,0.34555153453406584
6.655165165183324,9.482434383860175,54.0,0.3390316942598389
6.685170011275845,9.454522899122953,55.0,0.3327533295513236
6.686079746567124,9.447561446459048,56.0,0.3267032690140257
6.673904267567547,9.451803581676092,57.0,0.32086928206734655
6.669941833573608,9.45589687004343,58.0,0.31523999641704276
6.67624314848488,9.443870676296754,59.0,0.30980482406502485
6.6635260880041525,9.455702806354097,60.0,0.30455389484358375
6.665590925658685,9.44277544775264,61.0,0.29947799659619034
6.67721712221825,9.430271936974219,62.0,0.2945685212421556
6.672468167201625,9.428066571962844,63.0,0.2898174160608294
6.660204087287821,9.440019872739844,64.0,0.285217139615419
6.675244502594924,9.426309980612118,65.0,0.2807606218089287
6.658495598905124,9.439729812212196,66.0,0.27644122762725265
6.6636132402428165,9.43257059100674,67.0,0.27225272417835505
6.660395811730404,9.434002199106265,68.0,0.2681892506831551
6.66072814622435,9.429057291032638,69.0,0.2642452911142852
6.661807527471787,9.425769072902568,70.0,0.2604156492140783
6.664347809111577,9.41809958429232,71.0,0.25669542565387793
6.657992156905874,9.422595814282465,72.0,0.2530799971235415
6.661783881233114,9.416271167037557,73.0,0.2495649971634914
6.645266821562959,9.420669259456147,74.0,0.24614629857221126
6.65547800455916,9.419127675274543,75.0,0.24281999724015507
6.666635143558286,9.40683694837542,76.0,0.239582397276953
6.657060856193925,9.412044298164119,77.0,0.23642999731278252
6.652990244294698,9.410674788188146,78.0,0.23335947786716146
6.649860720120125,9.412185218258498,79.0,0.2303676896893772
6.649288789673675,9.411344268676128,80.0,0.2274516429844487
6.653789087939484,9.40579273047585,81.0,0.22460849744714365
6.647220425573485,9.408274359434717,82.0,0.22183555303421573
6.6529096208822756,9.40926284483723,83.0,0.21913024141184678
6.652171257872901,9.402364424721164,84.0,0.21649011802134244
