myo_vol,bp_vol,num_slices,distance,scale_factor
0.18572312889405915,0.221829208197706,6.0,0.7701207877462862,0.3
0.5054678695071794,0.5298249002375325,6.0,1.173494383661715,0.4
1.0342927300591787,1.022421258160035,6.0,1.5768679795771439,0.5
1.8336123576656327,1.7723137831793534,6.0,1.9802415754925726,0.6000000000000001
2.8717526118487284,2.870887282232971,6.0,2.383615171408002,0.7000000000000002
4.269762664124267,4.323568441464161,6.0,2.786988767323431,0.8000000000000003
6.079303616857605,6.149815532367972,6.0,3.1903623632388594,0.9000000000000001
8.31231693836461,8.466560387502184,6.0,3.593735959154288,1.0000000000000002
10.9497216744796,11.255907532770228,6.0,3.997109555069718,1.1000000000000003
14.0584638744562,14.602538916489127,6.0,4.4004831509851465,1.2000000000000004
17.631231705456408,18.54324420499324,6.0,4.803856746900575,1.3000000000000005
21.818096503689052,23.281786123904602,6.0,5.207230342816005,1.4000000000000004
26.440586711856984,28.67095661571142,6.0,5.610603938731433,1.5000000000000004
31.966546301268373,34.7195943475224,6.0,6.013977534646862,1.6000000000000005
37.799161842422706,41.70025582088671,6.0,6.417351130562292,1.7000000000000004
44.6877080910004,49.699092306809135,6.0,6.820724726477718,1.8000000000000005
52.16769253590359,58.26298016248006,6.0,7.224098322393148,1.9000000000000006
60.42796580875049,67.85036011934803,6.0,7.627471918308578,2.0000000000000004
69.17096819848597,78.45339551878259,6.0,8.030845514224005,2.1000000000000005
79.76750197741461,90.41803003089787,6.0,8.434219110139436,2.2000000000000006
90.74973733413854,103.22678601089225,6.0,8.837592706054865,2.3000000000000007
102.24607479711804,117.78674629425528,6.0,9.240966301970293,2.4000000000000004
115.12889274136344,132.58199047394137,6.0,9.644339897885718,2.5000000000000004
128.86710503836807,149.5947568568294,6.0,10.04771349380115,2.6000000000000005
143.19850975309464,166.57255716250174,6.0,10.451087089716578,2.7000000000000006
158.84115339009168,186.36947858986437,6.0,10.854460685632006,2.8000000000000007
177.52753820991575,206.14639409769427,6.0,11.257834281547439,2.900000000000001
195.42645360730185,228.6242949933298,6.0,11.661207877462866,3.000000000000001
